,No,Date,Weather,TempF,TempC,Humidity,Pressure,Location
512,512,2020-05-28,0,107,42,61,1004,Nellore
513,513,2020-05-29,0,107,42,51,1004,Nellore
514,514,2020-05-30,0,106,41,55,1005,Nellore
515,515,2020-05-31,0,102,39,63,1007,Nellore
516,516,2020-06-01,0,97,36,65,1007,Nellore
517,517,2020-06-02,0,98,37,58,1007,Nellore
518,518,2020-06-03,0,99,37,53,1006,Nellore
519,519,2020-06-04,1,100,38,55,1006,Nellore
520,520,2020-06-05,0,101,38,50,1006,Nellore
521,521,2020-06-06,0,103,39,49,1004,Nellore
522,522,2020-06-07,0,104,40,44,1004,Nellore
523,523,2020-06-08,0,102,39,41,1004,Nellore
524,524,2020-06-09,0,101,39,48,1003,Nellore
525,525,2020-06-10,1,82,28,75,1004,Nellore
526,526,2020-06-11,1,84,29,73,1002,Nellore
527,527,2020-06-12,0,86,30,68,1002,Nellore
528,528,2020-06-13,0,99,37,52,1002,Nellore
529,529,2020-06-14,0,100,38,49,1003,Nellore
530,530,2020-06-15,0,100,38,47,1003,Nellore
531,531,2020-06-16,0,103,39,49,1002,Nellore
532,532,2020-06-17,0,96,36,49,1003,Nellore
533,533,2020-06-18,1,94,34,53,1005,Nellore
534,534,2020-06-19,0,101,38,48,1005,Nellore
535,535,2020-06-20,0,99,37,50,1004,Nellore
536,536,2020-06-21,0,96,36,58,1003,Nellore
537,537,2020-06-22,0,97,36,55,1003,Nellore
538,538,2020-06-23,0,98,37,53,1004,Nellore
539,539,2020-06-24,1,98,37,54,1004,Nellore
540,540,2020-06-25,0,96,36,59,1004,Nellore
541,541,2020-06-26,0,95,35,61,1003,Nellore
542,542,2020-06-27,0,97,36,60,1003,Nellore
543,543,2020-06-28,1,97,36,61,1003,Nellore
544,544,2020-06-29,0,99,37,59,1002,Nellore
545,545,2020-06-30,0,94,35,61,1002,Nellore
