,Date,Weather,TempF,TempC,Humidity,Pressure,Location
28,2019-01-29,Cloudy,80,27,76,1016,Nellore
29,2019-01-30,Partly cloudy,81,27,71,1016,Nellore
30,2019-01-31,Patchy rain possible,81,27,75,1016,Nellore
31,2019-02-01,Patchy rain possible,81,27,72,1015,Nellore
32,2019-02-02,Partly cloudy,83,28,74,1014,Nellore
33,2019-02-03,Partly cloudy,84,29,75,1015,Nellore
34,2019-02-04,Partly cloudy,84,29,74,1017,Nellore
35,2019-02-05,Partly cloudy,85,29,70,1017,Nellore
36,2019-02-06,Partly cloudy,85,29,72,1014,Nellore
37,2019-02-07,Partly cloudy,85,30,72,1013,Nellore
38,2019-02-08,Cloudy,86,30,77,1013,Nellore
39,2019-02-09,Partly cloudy,87,31,77,1013,Nellore
40,2019-02-10,Light rain shower,86,30,78,1015,Nellore
41,2019-02-11,Patchy rain possible,85,30,77,1016,Nellore
42,2019-02-12,Partly cloudy,85,29,76,1017,Nellore
43,2019-02-13,Partly cloudy,85,29,75,1018,Nellore
44,2019-02-14,Partly cloudy,85,30,74,1015,Nellore
45,2019-02-15,Partly cloudy,88,31,72,1014,Nellore
46,2019-02-16,Partly cloudy,90,32,71,1013,Nellore
47,2019-02-17,Partly cloudy,90,32,76,1012,Nellore
48,2019-02-18,Patchy rain possible,91,33,74,1011,Nellore
49,2019-02-19,Partly cloudy,91,33,74,1012,Nellore
50,2019-02-20,Cloudy,88,31,78,1015,Nellore
51,2019-02-21,Patchy rain possible,87,31,73,1017,Nellore
52,2019-02-22,Sunny,89,32,65,1014,Nellore
53,2019-02-23,Partly cloudy,92,33,51,1012,Nellore
54,2019-02-24,Sunny,92,34,56,1011,Nellore
55,2019-02-25,Sunny,92,34,62,1010,Nellore
56,2019-02-26,Partly cloudy,92,33,67,1009,Nellore
57,2019-02-27,Partly cloudy,91,33,73,1008,Nellore
58,2019-02-28,Partly cloudy,93,34,72,1009,Nellore
59,2019-03-01,Patchy rain possible,91,33,74,1010,Nellore
60,2019-03-02,Patchy rain possible,89,32,71,1011,Nellore
61,2019-03-03,Partly cloudy,89,32,70,1011,Nellore
62,2019-03-04,Partly cloudy,92,34,66,1009,Nellore
63,2019-03-05,Partly cloudy,98,37,59,1008,Nellore
64,2019-03-06,Partly cloudy,100,38,57,1008,Nellore
65,2019-03-07,Partly cloudy,98,37,63,1008,Nellore
66,2019-03-08,Patchy rain possible,94,34,71,1010,Nellore
67,2019-03-09,Partly cloudy,94,34,70,1012,Nellore
68,2019-03-10,Partly cloudy,95,35,69,1012,Nellore
69,2019-03-11,Sunny,94,35,65,1013,Nellore
70,2019-03-12,Partly cloudy,96,36,60,1013,Nellore
71,2019-03-13,Partly cloudy,96,36,56,1013,Nellore
72,2019-03-14,Partly cloudy,97,36,51,1013,Nellore
73,2019-03-15,Partly cloudy,96,36,51,1013,Nellore
74,2019-03-16,Sunny,93,34,59,1013,Nellore
75,2019-03-17,Partly cloudy,91,33,63,1013,Nellore
76,2019-03-18,Sunny,93,34,60,1012,Nellore
77,2019-03-19,Partly cloudy,93,34,65,1011,Nellore
78,2019-03-20,Sunny,94,35,64,1010,Nellore
79,2019-03-21,Partly cloudy,94,35,63,1011,Nellore
80,2019-03-22,Partly cloudy,96,35,64,1012,Nellore
81,2019-03-23,Partly cloudy,97,36,64,1011,Nellore
82,2019-03-24,Partly cloudy,98,37,61,1010,Nellore
83,2019-03-25,Partly cloudy,96,36,61,1011,Nellore
84,2019-03-26,Partly cloudy,96,36,60,1012,Nellore
85,2019-03-27,Sunny,96,36,58,1012,Nellore
86,2019-03-28,Partly cloudy,97,36,57,1012,Nellore
87,2019-03-29,Partly cloudy,98,37,59,1010,Nellore
88,2019-03-30,Sunny,101,38,49,1009,Nellore
89,2019-03-31,Partly cloudy,102,39,46,1009,Nellore
90,2019-04-01,Partly cloudy,102,39,49,1009,Nellore
91,2019-04-02,Partly cloudy,100,38,56,1009,Nellore
92,2019-04-03,Partly cloudy,97,36,65,1010,Nellore
93,2019-04-04,Partly cloudy,98,37,63,1011,Nellore
94,2019-04-05,Partly cloudy,100,38,59,1011,Nellore
95,2019-04-06,Partly cloudy,101,38,55,1010,Nellore
96,2019-04-07,Partly cloudy,100,38,58,1009,Nellore
97,2019-04-08,Partly cloudy,99,37,62,1008,Nellore
98,2019-04-09,Partly cloudy,99,37,63,1008,Nellore
99,2019-04-10,Partly cloudy,100,38,63,1009,Nellore
100,2019-04-11,Sunny,101,38,61,1009,Nellore
101,2019-04-12,Partly cloudy,103,39,58,1008,Nellore
102,2019-04-13,Sunny,103,39,54,1008,Nellore
103,2019-04-14,Partly cloudy,102,39,51,1009,Nellore
104,2019-04-15,Sunny,104,40,44,1009,Nellore
105,2019-04-16,Sunny,101,38,52,1009,Nellore
106,2019-04-17,Partly cloudy,101,39,56,1009,Nellore
107,2019-04-18,Partly cloudy,99,37,66,1008,Nellore
108,2019-04-19,Partly cloudy,99,37,61,1008,Nellore
109,2019-04-20,Thundery outbreaks possible,99,37,64,1007,Nellore
110,2019-04-21,Partly cloudy,100,38,60,1006,Nellore
111,2019-04-22,Partly cloudy,100,38,59,1006,Nellore
112,2019-04-23,Partly cloudy,100,38,58,1008,Nellore
113,2019-04-24,Partly cloudy,100,38,58,1009,Nellore
114,2019-04-25,Partly cloudy,101,38,56,1008,Nellore
115,2019-04-26,Partly cloudy,103,39,56,1006,Nellore
116,2019-04-27,Partly cloudy,103,39,59,1007,Nellore
117,2019-04-28,Partly cloudy,101,38,61,1007,Nellore
118,2019-04-29,Partly cloudy,102,39,60,1006,Nellore
119,2019-04-30,Partly cloudy,100,38,61,1005,Nellore
120,2019-05-01,Thundery outbreaks possible,95,35,61,1004,Nellore
121,2019-05-02,Overcast,103,39,44,1002,Nellore
122,2019-05-03,Cloudy,107,42,35,1003,Nellore
123,2019-05-04,Partly cloudy,105,41,40,1006,Nellore
124,2019-05-05,Partly cloudy,105,41,38,1007,Nellore
