,Date,Weather,TempF,TempC,Humidity,Pressure,Location
36,2019-02-06,Partly cloudy,90,32,62,1014,Tiruchirappalli
37,2019-02-07,Partly cloudy,91,33,66,1013,Tiruchirappalli
38,2019-02-08,Patchy rain possible,91,33,69,1013,Tiruchirappalli
39,2019-02-09,Partly cloudy,93,34,66,1013,Tiruchirappalli
40,2019-02-10,Partly cloudy,92,33,68,1015,Tiruchirappalli
41,2019-02-11,Light rain shower,88,31,70,1015,Tiruchirappalli
42,2019-02-12,Patchy rain possible,89,32,71,1016,Tiruchirappalli
43,2019-02-13,Partly cloudy,90,32,66,1017,Tiruchirappalli
44,2019-02-14,Patchy rain possible,90,32,67,1015,Tiruchirappalli
45,2019-02-15,Patchy rain possible,90,32,70,1014,Tiruchirappalli
46,2019-02-16,Partly cloudy,94,34,66,1014,Tiruchirappalli
47,2019-02-17,Patchy rain possible,94,35,66,1012,Tiruchirappalli
48,2019-02-18,Cloudy,93,34,61,1011,Tiruchirappalli
49,2019-02-19,Light rain shower,92,33,66,1012,Tiruchirappalli
50,2019-02-20,Patchy rain possible,90,32,70,1015,Tiruchirappalli
51,2019-02-21,Partly cloudy,93,34,64,1016,Tiruchirappalli
52,2019-02-22,Partly cloudy,93,34,58,1015,Tiruchirappalli
53,2019-02-23,Sunny,94,34,53,1013,Tiruchirappalli
54,2019-02-24,Partly cloudy,95,35,54,1012,Tiruchirappalli
55,2019-02-25,Partly cloudy,95,35,58,1011,Tiruchirappalli
56,2019-02-26,Partly cloudy,97,36,62,1010,Tiruchirappalli
57,2019-02-27,Partly cloudy,95,35,62,1009,Tiruchirappalli
58,2019-02-28,Partly cloudy,95,35,60,1009,Tiruchirappalli
59,2019-03-01,Patchy rain possible,95,35,61,1010,Tiruchirappalli
60,2019-03-02,Patchy rain possible,94,34,63,1011,Tiruchirappalli
61,2019-03-03,Patchy rain possible,94,34,64,1011,Tiruchirappalli
62,2019-03-04,Patchy rain possible,95,35,61,1010,Tiruchirappalli
63,2019-03-05,Partly cloudy,98,37,53,1009,Tiruchirappalli
64,2019-03-06,Partly cloudy,100,38,54,1009,Tiruchirappalli
65,2019-03-07,Partly cloudy,100,38,54,1009,Tiruchirappalli
66,2019-03-08,Partly cloudy,99,37,52,1010,Tiruchirappalli
67,2019-03-09,Moderate or heavy rain shower,94,34,57,1012,Tiruchirappalli
68,2019-03-10,Light rain shower,95,35,61,1013,Tiruchirappalli
69,2019-03-11,Partly cloudy,96,36,57,1014,Tiruchirappalli
70,2019-03-12,Partly cloudy,97,36,54,1014,Tiruchirappalli
71,2019-03-13,Partly cloudy,97,36,53,1014,Tiruchirappalli
72,2019-03-14,Partly cloudy,97,36,52,1014,Tiruchirappalli
73,2019-03-15,Partly cloudy,96,36,52,1013,Tiruchirappalli
74,2019-03-16,Patchy rain possible,95,35,56,1013,Tiruchirappalli
75,2019-03-17,Partly cloudy,95,35,57,1013,Tiruchirappalli
76,2019-03-18,Cloudy,96,36,57,1012,Tiruchirappalli
